LicenceNo,LicenceType,PremisesName,Licensee,Address1,Address2,Suburb,Postcode
32121488,Full Club Licence,YARRA GLEN BOWLING CLUB,YARRA GLEN BOWLING CLUB,ANZAC AVENUE,,YARRA GLEN,3775
36069159,Limited Licence,WARRACKNABEAL COMMUNITY CENTRE,WARRACKNABEAL COMMUNITY CENTRE INC,ANZAC MEMORIAL PARK,SCOTT STREET,WARRACKNABEAL,3393
36100379,Limited Licence,LABURNUM ANGLING CLUB,LABURNUM ANGLING CLUB INC,APEX HALL,SILVER GROVE,NUNAWADING,3131
36072851,Limited Licence,TRARALGON CENTRALS CRICKET CLUB,TRARALGON CENTRALS CRICKET CLUB INC,APEX PARK,GILMOUR STREET,TRARALGON,3844
31425839,Restricted Club Licence,ALBERT SAILING CLUB,ALBERT SAILING CLUB INC,AQUATIC DRIVE,,SOUTH MELBOURNE,3205
32262739,On-Premises Licence,HADDONS CAFE,LE HUONG THAI,"AR102, AR103, AR153 & COURTYARD",SWINBURNE UNIVERSITY JOHN STREET,HAWTHORN,3122
36070875,Limited Licence,MOUNTAIN VIEW MOTOR INN & HOLIDAY LODGES,ELDOS PTY LTD,ARARAT ROAD,,HALLS GAP,3381
32450447,Vigneron's Licence,HORVAT ESTATE,HORVAT ESTATE PTY LTD,ARARAT-ST ARNAUD ROAD,,LANDSBOROUGH,3384
36064939,Limited Licence,BERWICK JUNIOR FOOTBALL CLUB,BERWICK JUNIOR FOOTBALL CLUB,ARCH BROWN RESERVE,17-35 BUCHANAN ROAD,BERWICK,3806
31424223,Restricted Club Licence,BERWICK CRICKET CLUB,BERWICK CRICKET CLUB INC,ARCH BROWN RESERVE,BUCHANAN ROAD,BERWICK,3806
36063632,Limited Licence,WESTGATE SOCCER CLUB,WESTGATE SOCCER CLUB,ARDEER RESERVE,YALLOURN STREET,SUNSHINE,3020
31403691,Restricted Club Licence,TUNGAMAH BOWLS CLUB,TUNGAMAH BOWLS CLUB,ARGUS & TELFORD STS,,TUNGAMAH,3728
32277344,Restaurant & Café,KLIK,MICHAEL FOX,ARGUS HOUSE,300 LATROBE STREET,MELBOURNE,3000
31425863,Restricted Club Licence,LE PAGE PARK CRICKET CLUB,LE PAGE PARK CRICKET CLUB INC,ARGUS STREET,,CHELTENHAM,3192
36076677,Limited Licence,MONASH CITY JUNIOR SOCCER CLUB,MONASH CITY JUNIOR SOCCER CLUB INC,ARGYLE RESERVE,KINRADE STREET,OAKLEIGH,3166
31411505,Restricted Club Licence,KNOX GARDENS TENNIS CLUB,KNOX GARDENS TENNIS CLUB,ARGYLE WAY,,WANTIRNA,3152
31423829,Restricted Club Licence,KNOX GARDENS CRICKET CLUB,KNOX GARDENS CRICKET CLUB INC,ARGYLE WAY RESERVE,ARGYLE WAY,WANTIRNA SOUTH,3152
31401437,Restricted Club Licence,GLENORCHY GOLF CLUB,GLENORCHY GOLF CLUB,ARIPILES ST,,GLENORCHY,3385
31102546,BYO Permit,ICICLES SKI CLUB,ICICLES SKI CLUB,ARLBERG STREET,,FALLS CREEK,3699
32021955,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,ARNDALE SHOPPING CENTRE,224-238 MOUNT DANDENONG ROAD,CROYDON,3136
31951000,Late night (general) Licence,HILTON MELBOURNE AIRPORT,MULPHA HOTEL PTY LTD,ARRIVAL DRIVE,,MELBOURNE AIRPORT,3045
36112261,Limited Licence,ELTHAM COLLEGIANS CRICKET CLUB,ELTHAM COLLEGIANS CRICKET CLUB INC,ARTHUR KIRKRIGHT PAVILLION,MAIN ROAD,RESEARCH,3095
31407784,Restricted Club Licence,BAYSWATER SPORTS CLUB,BAYSWATER SPORTS CLUB,ARTHUR KLEINER MEMORIAL PAVILLION,BAYSWATER OVAL BAYSWATER ROAD,BAYSWATER,3153
36085375,Limited Licence,BENTLEIGH CRICKET CLUB,BENTLEIGH CRICKET CLUB INC,ARTHUR STREET,,BENTLEIGH,3204
36094934,Limited Licence,BENTLEIGH RECREATION TENNIS CLUB,BENTLEIGH RECREATION TENNIS CLUB INC,ARTHUR STREET,,BENTLEIGH,3204
36094992,Limited Licence,WELSHPOOL CRICKET CLUB,WELSHPOOL CRICKET CLUB INC,ARTHUR SUTHERLAND RESERVE,MIDLAND HIGHWAY,WELSHPOOL,3966
32051293,Packaged Liquor,ARUNDEL FARM,JACK CONWELL,ARUNDEL ROAD,,KEILOR,3036
36113615,Limited Licence,OCEAN GROVE TENNIS CLUB,OCEAN GROVE TENNIS CLUB INC,ASBURY STREET,,OCEAN GROVE,3226
36082678,Limited Licence,ASHBURTON SOCCER CLUB,ASHBURTON SOCCER CLUB INC,ASHBURTON PARK,HIGH STREET ROAD,ASHBURTON,3147
31423798,Restricted Club Licence,TRAFALGAR PARK BOWLS CLUB,TRAFALGAR PARK BOWLS CLUB INC,ASHBY STREET,,TRAFALGAR,3824
36114378,Limited Licence,STRATHDALE HOCKEY CLUB,STRATHDALE HOCKEY CLUB INC,ASHLEY STREET,,IRONBARK,3550
31450614,Restricted Club Licence,BORONIA SOCCER CLUB INC,BORONIA SOCCER CLUB INC,ASHTON ROAD (H.V. JONES RESERVE),,MOUNTAIN GATE,3156
31451076,Restricted Club Licence,VICTORIAN SIKH ASSOCIATION CLUBHOUSE,VICTORIAN SIKH ASSOCIATION INC,ASHWOOD RESERVE,,MULGRAVE,3170
31409744,Restricted Club Licence,WAVERLEY HOCKEY CLUB,WAVERLEY HOCKEY CLUB INC,ASHWOOD RESERVE,WINBIRRA PARADE,ASHWOOD,3147
31907742,General Licence,KIRKSTALL HOTEL,JAMES ANTHONY HOULIHAN,ATKINSON STREET,,KIRKSTALL,3282
32292792,On-Premises Licence,SHED 14,ATLANTIC GROUP (V) PTY LTD,"ATLANTIC, SUMAC & SKETCH","SHED 14, 161 HARBOUR ESPLANADE",DOCKLANDS,3008
36021216,Limited Licence,ALBERT BY THE LAKE,AVS CATERING PTY LTD,AUGHTIE DRIVE,,SOUTH MELBOURNE,3205
32242755,On-Premises Licence,ALBERT PARK DRIVING RANGE,ALBERT PARK DRIVING RANGE PTY LTD,AUGHTIE DRIVE,,ALBERT PARK,3205
31821679,On-Premises Licence,ARTISTIC CULINAIRE,ARTISTIC CULINAIRE PTY LTD,AUGHTIE DRIVE,,ALBERT PARK,3206
32274231,On-Premises Licence,3THIRDS,3THIRDS PTY LTD,AVALON AIRPORT,250 BEACH ROAD,LARA,3212
31410096,Restricted Club Licence,AVENEL FOOTBALL CLUB,AVENEL FOOTBALL CLUB INC,AVENEL FOOTBALL GROUND,ANDERSON STREET,AVENEL,3664
31410957,Restricted Club Licence,AVENEL CRICKET CLUB,AVENEL CRICKET CLUB INC,AVENEL RECREATION RESERVE,ANDERSON STREET,AVENEL,3664
36078310,Limited Licence,AVOCA CRICKET CLUB,AVOCA CRICKET CLUB INC,AVOCA PUBLIC PARK,FARADAY STREET,AVOCA,3467
36082822,Limited Licence,TALBOT FOOTBALL - CRICKET CLUB,TALBOT FOOTBALL - CRICKET CLUB INC,AVOCA ROAD,,TALBOT,3371
36082173,Limited Licence,ALPINE VALLEY VIGNERONS,ALPINE VALLEY VIGNERON INC,"AVV OFFICE, FIRST FLOOR",36 CLYDE STREET,MYRTLEFORD,3737
36099316,Limited Licence,PRESTON MAKEDONIA SOCCER & SOCIAL CLUB LIMITED,PRESTON MAKEDONIA SOCCER & SOCIAL CLUB LTD,B T CONNOR RESERVE,BROADHURST AVENUE,RESERVOIR,3073
36088844,Limited Licence,FLINDERS CRICKET CLUB,FLINDERS CRICKET CLUB INC,B.A. CAIRNS RESERVE,26 BARKER STREET,FLINDERS,3929
32286149,Restaurant & Café,RENDEZ VUE,AUTOCLASS RENTAL CARS PTY LTD,B1/70 SPEAKMEN STREET,,KENSINGTON,3031
32296592,Restaurant & Café,IZAKAYA DEN,ISAKAYA ENTERPRISES PTY LTD,B3/114 RUSSELL STREET,,MELBOURNE,3000
32400769,Vigneron's Licence,WYANGA PARK VINEYARDS,HARFLEUR INVESTMENTS PTY LTD,BAADES RD,,LAKES ENTRANCE,3909
32053669,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,BACCHUS MARSH VILLAGE,"SHOPPING CENTRE, MAIN STREET",BACCHUS MARSH,3340
36073409,Limited Licence,PHILLIP ISLAND GRAND PRIX CIRCUIT,PI OPERATIONS PTY LTD,BACK BEACH ROAD,,PHILLIP ISLAND,3922
32248094,On-Premises Licence,PHILLIP ISLAND GRAND PRIX CIRCUIT,PI OPERATIONS PTY LTD,BACK BEACH ROAD,,COWES,3922
36080854,Limited Licence,BRIGHT COUNTRY GOLF CLUB,BRIGHT COUNTRY GOLF CLUB INC,BACK POREPUNKAH ROAD,,BRIGHT,3741
36066630,Limited Licence,KITCHEN & BUTCHER,KITCHEN & BUTCHER PTY LTD,BADGER CREEK ROAD,,HEALESVILLE,3777
36094332,Limited Licence,MARIAN SOCIAL CLUB,MARIAN SOCIAL CLUB INC,BAILEY RESERVE,EAST BOUNDARY ROAD,BENTLEIGH EAST,3165
36067107,Limited Licence,BAKER GOLF CLUB,BAKER GOLF CLUB INC,BAKER ROAD,,NHILL,3418
36081339,Limited Licence,HORSHAM LAWN TENNIS CLUB,HORSHAM LAWN TENNIS CLUB INC,BAKER STREET,,HORSHAM,3400
31450664,Restricted Club Licence,KANIVA COMMUNITY TENNIS CENTRE,KANIVA COMMUNITY TENNIS CENTRE INC,BAKER STREET,,KANIVA,3419
32105288,Full Club Licence (prev. Club Licence),CAULFIELD PARK SPORTS CLUB,CAULFIELD PARK SPORTS CLUB INC,BALACLAVA ROAD,,CAULFIELD NORTH,3161
36082432,Limited Licence,CAULFIELD PARK SPORTS CLUB,CAULFIELD PARK SPORTS CLUB INC,BALACLAVA ROAD,,CAULFIELD NORTH,3161
31420067,Restricted Club Licence,BEECHWORTH GOLF CLUB,BEECHWORTH GOLF CLUB,BALACLAVA ROAD,,BEECHWORTH,3747
32102133,Full Club Licence (prev. Club Licence),WANGARATTA RSL CLUB,WANGARATTA RSL SUB-BRANCH INC,BALCKE HOUSE,VICTORIA PARADE,WANGARATTA,3677
36070354,Limited Licence,WANGARATTA RSL CLUB,WANGARATTA RSL SUB-BRANCH INC,BALCKE HOUSE,VICTORIA PARADE,WANGARATTA,3677
31411018,Restricted Club Licence,CORINELLA BOWLING CLUB,CORINELLA BOWLING CLUB INC,BALCOMBE ROAD,,CORINELLA,3984
31410517,Restricted Club Licence,LONG ISLAND CRICKET CLUB,LONG ISLAND CRICKET CLUB INC,BALLAM PARK,CRANBOURNE ROAD,FRANKSTON,3199
36104789,Limited Licence,BALLAM PARK CRICKET CLUB,BALLAM PARK CRICKET CLUB INC,BALLAM PARK CRICKET CLUB PAVILION,,FRANKSTON,3199
36105939,Limited Licence,KARINGAL FOOTBALL CLUB,KARINGAL FOOTBALL CLUB INC,BALLAM PARK RESERVE,NARANGA CRESCENT,KARINGAL,3199
31422598,Restricted Club Licence,BALLARAT LIGHT CAR CLUB,BALLARAT LIGHT CAR CLUB INC,BALLARAT AIRPORT,,BALLARAT,3350
31421364,Restricted Club Licence,BALLARAT AERO CLUB,BALLARAT AERO CLUB,BALLARAT AIRPORT,,WENDOUREE,3355
36070809,Limited Licence,BALLARAT FISH PROTECTION SOCIETY & ANGLING CLUB,BALLARAT FISH PROTECTION SOCIETY & ANGLING CLUB INC,BALLARAT ANGLERS HALL,114C WENDOUREE PARADE,BALLARAT,3350
32106226,Full Club Licence (prev. Club Licence),BALLARAT FOOTBALL LEAGUE SOCIAL CLUB,BALLARAT FOOTBALL LEAGUE SOCIAL CLUB INC,BALLARAT LEAGUE HEADQUARTERS,BALLARAT CITY OVAL MAIR STREET,BALLARAT,3350
32244210,Restaurant & Café,REFRESHMENT ROOMS,LEMAROX PTY LTD,BALLARAT RAILWAY STATION,LYDIARD STREET NORTH,BALLARAT,3350
31911288,General Licence,RAILWAY HOTEL,BARBARA ANNETTE TAYLOR,BALLARAT ROAD,,ELAINE,3334
32222569,Restaurant & Café,GOLDFIELDS RESTAURANT,ERROL ALBION MURRELL,BALLARAT ROAD,,MARYBOROUGH,3465
31406835,Restricted Club Licence,ST ARNAUD & DISTRICT LAWN TENNIS CLUB,ST ARNAUD & DISTRICT LAWN TENNIS CLUB INC,BALLARAT ROAD,,ST ARNAUD,3478
32104397,Full Club Licence (prev. Club Licence),FOOTSCRAY PARK BOWLING CLUB,FOOTSCRAY PARK BOWLING CLUB INC,BALLARAT ROAD & HOADLEY CRES,,FOOTSCRAY,3011
32121315,Full Club Licence,NORTH BALLARAT SPORTS CLUB,NORTH BALLARAT SPORTS CLUB INC,BALLARAT SHOWGROUNDS,CRESWICK ROAD,BALLARAT,3350
32223963,On-Premises Licence,THE THORNBURY THEATRE,AUSTRALIAN COLLEGE OF TRADE PTY LTD,BALLROOM,851-859 HIGH STREET,THORNBURY,3071
36069777,Limited Licence,BALNARRING CRICKET CLUB,BALNARRING CRICKET CLUB,BALNARRING RESERVE,BALNARRING ROAD,BALNARRING,3926
31422564,Restricted Club Licence,BANCOORA SURF LIFE SAVING CLUB,BANCOORA SURF LIFE SAVING CLUB INC,BANCOORA BEACH,BREAMLEA ROAD,BREAMLEA,3227
31401241,Restricted Club Licence,AVENEL GOLF CLUB,AVENEL GOLF CLUB,BANK ST,,AVENEL,3664
32103430,Full Club Licence (prev. Club Licence),BEAUMARIS TENNIS CLUB,BEAUMARIS TENNIS CLUB,BANKSIA RESERVE,,BEAUMARIS,3193
31400368,Restricted Club Licence,BEAUMARIS FOOTBALL CLUB,BEAUMARIS FOOTBALL CLUB INC,BANKSIA RESERVE,OAK ST,BEAUMARIS,3193
31406348,Restricted Club Licence,BEAUMARIS CRICKET CLUB,BEAUMARIS CRICKET CLUB INC.,BANKSIA RESERVE,OAK STREET,BEAUMARIS,3193
31421152,Restricted Club Licence,VIEWBANK CRICKET CLUB,VIEWBANK CRICKET CLUB INC,BANYULE FLATS,SOMERSET DRIVE,VIEWBANK,3084
36096716,Limited Licence,RUTHERGLEN UNITED CRICKET CLUB,RUTHERGLEN UNITED CRICKET CLUB INC,BARKLY PARK,REID STREET,RUTHERGLEN,3685
36082238,Limited Licence,RUTHERGLEN COROWA FOOTBALL CLUB,RUTHERGLEN COROWA FOOTBALL CLUB INC,BARKLY ROAD,,RUTHERGLEN,3685
32054754,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,BARKLY SQUARE CENTRE,90-106 SYDNEY ROAD,BRUNSWICK,3057
36080749,Limited Licence,DUNOLLY BOWLING CLUB,DUNOLLY BOWLING CLUB INC,BARKLY STREET,,DUNOLLY,3472
32400109,Vigneron's Licence,,CHAMBERS ROSEWOOD PTY LTD,BARKLY STREET,,RUTHERGLEN,3685
32022854,Packaged Liquor,BUNBARTHA GENERAL STORE,GRAEME WILLIAM TAYLOR,BARMAH ROAD,,BUNBARTHA,3634
36066428,Limited Licence,BENDIGO BOWLS CLUB,BENDIGO BOWLS CLUB INC,BARNARD STREET,,BENDIGO,3550
36069939,Limited Licence,BARNAWARTHA CHILTERN MINERS CRICKET CLUB,BARNAWARTHA CHILTERN MINERS CRICKET CLUB.,BARNAWARTHA RECREATION RESERVE,SOLIDERS ROAD,BARNAWARTHA,3688
36063983,Limited Licence,CROYDON BASEBALL CLUB,CROYDON BASEBALL CLUB INC,BARNGEONE RESERVE,BAMBRA STREET,CROYDON NORTH,3134
32900222,Pre-retail Licence,GRAND RIDGE BREWING CO,GRAND RIDGE BREWING CO PTY LTD,BAROMI RD,,MIRBOO NORTH,3871
31922530,General Licence,BREWERY RESTAURANT,MADHOUSE (VIC) PTY LTD,BAROMI ROAD,,MIRBOO NORTH,3871
36099154,Limited Licence,,DAVID JAMES CADDY,BARONDEM PARK,6 TRENTHAM ROAD,TYLDEN,3444
36095485,Limited Licence,CITY COLTS CRICKET CLUB,CITY COLTS CRICKET CLUB INC,BARR RESERVE,,WANGARATTA,3677
32023892,Packaged Liquor,GENERAL STORE,SLOBADAN JOVANOVSKI,BARR STREET,,TUNGAMAH,3728
36069109,Limited Licence,HEATHCOTE CRICKET CLUB,HEATHCOTE CRICKET CLUB INC,BARRACK RESERVE,,HEATHCOTE,3523
31109718,BYO Permit,NAVAL ASSOCIATION OF AUSTRALIA FOOTSCRAY SUB BRANC,THE NAVAL ASSOCIATION OF AUSTRALIA,BARRETT RESERVE,GRAHAM STREET,FOOTSCRAY WEST,3012
36107208,Limited Licence,BEECHWORTH FOOTBALL CLUB,BEECHWORTH FOOTBALL CLUB INC,BARRMUTHA PARK,BALACLAVA ROAD,BEECHWORTH,3747
31424126,Restricted Club Licence,LYNDALE FOOTBALL CLUB,LYNDALE FOOTBALL CLUB INC,BARRY POWELL RESERVE (HILDA BAINES PAVILLION),HALTON ROAD,DANDENONG NORTH,3175
31424825,Restricted Club Licence,LYNDALE CRICKET CLUB,LYNDALE CRICKET CLUB INC,BARRY POWELL RESERVE (HILDA BAINES PAVILLION),HALTON ROAD,DANDENONG NORTH,3175
31426770,Restricted Club Licence,MOSSGIEL PARK SPORTS CLUB,MOSSGIEL PARK SPORTS CLUB INC,BARRY SIMON RESERVE,GLEN EAGLES DRIVE,ENDEAVOUR HILLS,3805
36069638,Limited Licence,KANDY SPORTS CLUB,KANDY SPORTS CLUB VIC AUSTRALIA INC,BARRY SIMON RESERVE,GLENEAGLES DRIVE,ENDEAVOUR HILLS,3802
31407205,Restricted Club Licence,MOYHU FOOTBALL CLUB,MOYHU FOOTBALL CLUB,BARTLEY STREET,,MOYHU,3732
32255685,On-Premises Licence,AT THE HEADS WINE BAR,AT THE HEADS PTY LTD,BARWON HEADS JETTY,EWING BLYTH DRIVE,BARWON HEADS,3227
36099609,Limited Licence,BARWON HEADS FOOTBALL & NETBALL CLUB,BARWON HEADS FOOTBALL & NETBALL CLUB INC,BARWON HEADS PARK,,BARWON HEADS,3227
31405782,Restricted Club Licence,BARWON VALLEY GOLF CLUB,BARWON VALLEY GOLF CLUB INC,BARWON HEADS RD,,BELMONT,3216
31130565,BYO Permit,BARWON VALLEY GOLF HOUSE,CARD CLUB SCHWARZ ROT GOLD,BARWON HEADS ROAD,,BELMONT,3216
36092932,Limited Licence,SOUTH BARWON CRICKET CLUB,SOUTH BARWON CRICKET CLUB INC,BARWON HEADS ROAD,,BELMONT,3216
31412179,Restricted Club Licence,CORIO BAY ROWING CLUB,CORIO BAY ROWING CLUB INC,BARWON TERRACE,,GEELONG SOUTH,3220
31425122,Restricted Club Licence,BARWON ROWING CLUB,BARWON ROWING CLUB INC,BARWON TERRACE,,GEELONG SOUTH,3220
32024173,Packaged Liquor,BURRAMURRA,BURRAMURRA PTY LTD,BARWOOD PARK,GOULBURN VALLEY HIGHWAY,NAGAMBIE,3608
36095647,Limited Licence,UPWEY FERNTREE GULLY BASEBALL CLUB,UPWEY FERNTREE GULLY BASEBALL CLUB INC,BASEBALL CLUB - KINGS PARK,WILLOW ROAD,FERNTREE GULLY,3156
31450143,Restricted Club Licence,DINGLEY BASEBALL/SOFTBALL CLUB,DINGLEY BASEBALL/SOFTBALL CLUB INC,BASEBALL CLUB PAVILION,"ROWAN RD RESERVE, SPRINGVALE RD",SPRINGVALE SOUTH,3172
36114433,Limited Licence,MONASH UNIVERSITY BASEBALL CLUB,MONASH UNIVERSITY BASEBALL CLUB INC,"BASEBALL PAVILLION, MONASH UNI",,MONASH UNIVERSITY,3800
31850220,Late night (on-premises) Licence,CHERRY BAR,CHERRY BAR ACDC LANE PTY LTD,BASEMENT,103-105 FLINDERS LANE,MELBOURNE,3000
32203078,Late night (on-premises) Licence,CHAISE LOUNGE,CHAISE LOUNGE PTY LTD,BASEMENT,105 QUEEN STREET,MELBOURNE,3000
31821093,Late night (on-premises) Licence,BAR DARLING,AMY HELEN HICKMAN,BASEMENT,149 TOORAK ROAD,SOUTH YARRA,3141
32275300,Late night (on-premises) Licence,LIMELIGHT LOUNGE,STEPHEN HUNTER,BASEMENT,157 MOORABOOL STREET,GEELONG,3220
32274697,On-Premises Licence,THE BASEMENT BAR,SCOTT JEFFREY SEYMOUR,BASEMENT,17 VIEW POINT,BENDIGO,3550
31821857,Late night (on-premises) Licence,GIN PALACE,FELIX BAR PTY LTD,BASEMENT,190 LITTLE COLLINS STREET,MELBOURNE,3000
31920334,General Licence,CATERINA'S CUCINA E' BAR,BORSATO E MERRIDEN PTY LTD,BASEMENT,221 QUEEN STREET,MELBOURNE,3000
32204935,Late night (on-premises) Licence,MARRAKECH BAR,MARRAKECH TRADING PTY LTD,BASEMENT,25 BANK PLACE,MELBOURNE,3000
31822764,Late night (on-premises) Licence,RANDY DRAGON,RANDY DRAGON PTY LTD,BASEMENT,313A FLINDERS LANE,MELBOURNE,3000
32275685,Late night (on-premises) Licence,MONEY ORDER OFFICE (MOO),SAGE BAR PTY LTD,BASEMENT,318-320 LITTLE BOURKE STREET,MELBOURNE,3000
36098904,Limited Licence,READY2GO,ENZLO PTY LTD,BASEMENT,367 LITTLE BOURKE STREET,MELBOURNE,3000
32291801,On-Premises Licence,377 SPORTS CLUB,JUNENJU PTY LTD,BASEMENT,377 LONSDALE STREET,MELBOURNE,3000
32232352,Restaurant & Café,MOYLANS CAFE RESTAURANT,ELAZAC PTY LTD,BASEMENT,384-386 FLINDERS LANE,MELBOURNE,3000
32221262,Restaurant & Café,TREVISO - CUCINA VINI PIZZE,V & C VALENTINI PTY LTD,BASEMENT,4 BANK PLACE,MELBOURNE,3000
32205321,On-Premises Licence,THE APARTMENT RESTAURANT & CLUB LOUNGE,VERKON PTY LTD,BASEMENT,401-405 LITTLE BOURKE STREET,MELBOURNE,3000
31920994,Late night (general) Licence,THE DROWNING OLIVE,A PENNY WON'T DO PTY LTD,BASEMENT,407-409 SWANSTON STREET,MELBOURNE,3000
32204781,On-Premises Licence,TACO BILL COLLINS STREET,TACO BILL COLLINS STREET PTY LTD,BASEMENT,412 COLLINS STREET,MELBOURNE,3000
31902297,Late night (general) Licence,SHAMIANA,STEP FORWARD PTY LTD,BASEMENT,420 LONSDALE STREET,MELBOURNE,3000
32208159,Late night (on-premises) Licence,KHOKOLAT BAR,STEP 5 PTY LTD,BASEMENT,43 HARDWARE LANE,MELBOURNE,3000
32296770,Restaurant & Café,INFINITY KITCHEN,HYY PTY. LTD.,BASEMENT,446 COLLINS STREET,MELBOURNE,3000
32206181,Restaurant & Café,PLUME CHINESE CUISINE,PLUME CHINESE RESTAURANT PTY LTD,BASEMENT,546 DONCASTER RD,DONCASTER,3108
32253659,Late night (on-premises) Licence,E-FIFTY-FIVE,EASIER ONLINE PTY LTD,BASEMENT,55-57 ELIZABETH STREET,MELBOURNE,3000
32284537,Late night (on-premises) Licence,ELEMENT LOUNGE,RICEBOY PTY LTD,BASEMENT,85 QUEEN STREET,MELBOURNE,3000
32283395,Restaurant & Café,STEFANO'S RESTAURANT,CASIER HOLDINGS PTY LTD,BASEMENT,CNR SEVENTH STREET & LANGTREE AVE,MILDURA,3500
31820322,Late night (on-premises) Licence,THE FIDDLER PUB,THE FIDDLER PUB PTY LTD,BASEMENT & GROUND FLOOR,577 LITTLE COLLINS STREET,MELBOURNE,3000
32206458,Late night (on-premises) Licence,GOLDEN MONKEY LOUNGE BAR,EAST CHINA TRADING COMPANY PTY LTD,BASEMENT & GROUND FLOOR (SHOP D),389 LONSDALE STREET,MELBOURNE,3000
32265672,On-Premises Licence,QUANJUDE RESTAURANT,WELKIN INVESTMENTS PTY LTD,BASEMENT & PART GROUND FLOOR,299 QUEEN STREET,MELBOURNE,3000
36081795,Limited Licence,MOYLANS CAFE RESTAURANT,ELAZAC PTY LTD,BASEMENT 384-386 FLINDERS LANE,,MELBOURNE,3000
32261026,Restaurant & Café,ALOI NA CAFE,PHUONG YEN TRAN,BASEMENT AND GROUND FLOOR,59-61 HARDWARE STREET,MELBOURNE,3000
32106098,Full Club Licence,LATROBE UNIVERSITY UNION,LA TROBE UNIVERSITY,BASEMENT AREA THE UNION BUILDING,LATROBE UNIVERSITY,BUNDOORA,3083
31850246,Restaurant & Café,FIFTEEN MELBOURNE,FIFTEEN MELBOURNE PTY LTD,BASEMENT AUSTRAL HOUSE,115-119 COLLINS ST,MELBOURNE,3000
31920392,Late night (general) Licence,THE CHARLES DICKENS TAVERN MELBOURNE,EMPEROR RIVER PTY LTD,"BASEMENT BUILDING ""C""",290 COLLINS STREET,MELBOURNE,3000
31920033,Late night (general) Licence,SKEETA ENTERPRISES,SKEETA ENTERPRISES PTY LTD,BASEMENT GROUND & FIRST FLOOR,456 QUEEN STREET,MELBOURNE,3000
32287048,Late night (on-premises) Licence,TRAMP BAR,BILMOR HOLDINGS PTY LTD,BASEMENT LEVEL,14-20 KING STREET,MELBOURNE,3000
32264464,Late night (on-premises) Licence,NECTAR LOUNGE,THE FRIENDLY BACKPACKER (ENTERTAINMENT) PTY LTD,BASEMENT LEVEL,226 FLINDERS LANE,MELBOURNE,3000
32264480,Late night (on-premises) Licence,STRIKE ON CHAPEL,STRIKE ON CHAPEL PTY LTD,BASEMENT LEVEL PRAHRAN CENTRAL,325 CHAPEL STREET,PRAHRAN,3181
32279956,Restaurant & Café,CODA BAR AND RESTAURANT,BONDI BEACH PTY LTD,"BASEMENT, 141 FLINDERS LANE",,MELBOURNE,3000
32275376,Late night (on-premises) Licence,THE TRADER BAR,THE TRADER BAR PTY LTD,"BASEMENT, 71 COLLINS STREET",,MELBOURNE,3000
36106545,Limited Licence,FIFTEEN MELBOURNE,FIFTEEN MELBOURNE PTY LTD,"BASEMENT, AUSTRAL HOUSE",115-119 COLLINS STREET,MELBOURNE,3000
32282218,On-Premises Licence,SEAFLEET MAMADUKE,SEAFLEET (AUST) PTY LTD,"BASEMENT, BLDG H, MONASH UNIVERITY",CAULFIELD CAMPUS 900 DANDENONG ROAD,CAULFIELD,3145
31921843,General Licence,BASEMENT BEER ROOM,DIAMANDIS PTY LTD,"BASEMENT, GROUND FLOOR & LEVEL 3","MYER MELBOURNE, 295 LONSDALE STREET",MELBOURNE,3000
31917488,General Licence,MARINA HOTEL,LOCHSPORT HOTELS PTY LTD,BASIN BOULEVARDE,,LOCH SPORT,3851
36090079,Limited Licence,BUCHAN FOOTBALL CLUB,BUCHAN FOOTBALL CLUB INC.,BASIN ROAD,,BUCHAN,3885
31910101,General Licence,OZONE HOTEL,STEPHEN GERBER,BASS HIGHWAY,,DALYSTON,3992
36021509,Limited Licence,INVERLOCH MOTEL,ETRAN PTY LTD,BASS HIGHWAY,,INVERLOCH,3996
31117876,BYO Permit,FLINDERS YACHT CLUB INC,FLINDERS YACHT CLUB INC,BASS PARK,,FLINDERS,3929
31410290,Restricted Club Licence,BASS & DISTRICT SPORTS CLUB,BASS & DISTRICT SPORTS CLUB,BASS RECREATION RESERVE,,BASS,3991
32103642,Full Club Licence (prev. Club Licence),FLINDERS GOLF CLUB,FLINDERS GOLF CLUB INC,BASS STREET,,FLINDERS,3929
36114158,Limited Licence,FLINDERS GOLF CLUB,FLINDERS GOLF CLUB INC,BASS STREET,,FLINDERS,3929
31118759,BYO Permit,BASTERFIELD PARK TENNIS CLUB,BASTERFIELD PARK TENNIS CLUB,BASTERFIELD PARK,DANE RD,MOORABBIN,3189
36108505,Limited Licence,ST PAULS CRICKET CLUB GLEN WAVERLEY,ST PAULS CRICKET CLUB GLEN WAVERLEY INC,BATESFORD RESERVE,94 BATESFORD ROAD,CHADSTONE,3148
32237695,On-Premises Licence,HOLMESGLEN INSTITUTE OF TAFE - CHADSTONE CAMPUS,HOLMESGLEN COLLEGE OF TAFE,BATESFORD ROAD,,CHADSTONE,3148
